bod,zneni,stav_hodnoceni,souvisejici_temata,zdroj_id
5.4,Budeme průběžně aktualizovat Program regenerace Městské památkové rezervace Brno a usilovat o získání finančních prostředků z dotačních programů Ministerstva kultury na obnovu nejcennějších památek.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
6.1,"Budeme prosazovat realizaci technických opatření, která umožní výsadbu stromů v ulicích a plochách veřejné zeleně města Brna (např. multikanál).",Samostatně nevyhodnoceno,,f110c4cfd0c04385
6.2,"Monitoring ovzduší bude sloužit k vyhodnocování aktuálního stavu kvality ovzduší, na základě kterého budou tvořena a realizována opatření ke zlepšení a k předcházení zhoršené kvality ovzduší.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
6.3,Budeme průběžně vyhodnocovat a aktualizovat Akční plán udržitelné energetiky a klimatu (SECAP) v souladu se závazky Paktu starostů a primátorů v oblasti klimatu a energetiky. Ve spolupráci s veřejným sektorem a brněnskými společnostmi budeme pokračovat v naplňování cílů z něj vyplývajících a v uzavírání Memoranda o dlouhodobé spolupráci na závazku statutárního města Brna k adaptaci na klimatické změny.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
6.4,"Budeme modernizovat sběrná střediska odpadů, upravovat stanoviště sběrných nádob na využitelné složky komunálního odpadu tak, aby nenarušovala veřejný prostor, a rozšiřovat a zkvalitňovat RE-USE centra pro opětovné použití výrobků.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
6.5,"Zachováme stávající dotační tituly: Vnitroblok!, Zeleň střechám!, Nachytej dešťovku!, Šalinkarta, Nábřežít! nebo Ekovýuka. Zachováme stávající individuální dotace na podporu ekologicky zaměřených aktivit a projektů.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
6.6,"Budeme pokračovat v realizaci projektů: Revitalizace Staré Ponávky, Nové parky pro Brno a využití artéských vod pro nouzové zásobování obyvatel pitnou vodou za krizového stavu.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
6.7,Podporujeme vybudování parku na Černovických terasách v plochách zeleně v územním plánu. Zajistíme vhodné přírodní podmínky pro zdejší chráněné druhy ptáků a dalších živočichů.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
6.8,"Podpoříme nahrazení zábavní pyrotechniky jinými moderními formami světelné show (videomapping, dronová show, ohňostroje bez ran).",Samostatně nevyhodnoceno,,f110c4cfd0c04385
6.9,"Podpoříme rozvoj Zoologické zahrady Brno, budeme usilovat o nový vstup od Kníniček, včetně parkovací plochy.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
7.1,Budeme nadále zajišťovat a zefektivňovat péči o registrované významné krajinné prvky.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
7.2,"Budeme pokračovat v získávání lesních pozemků, budeme podporovat zlepšování rekreační funkce lesa, důraz bude kladen především na zvýšení jejich návštěvnosti. Budeme prosazovat koncepci víceúčelového lesního hospodaření, například budováním lesních naučných stezek, rekreačního mobiliáře a lesních hřišť.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
7.3,"Budeme podporovat a hledat projekty, které přispějí ke zvýšení biodiverzity a zadržování vody v krajině (obnova polních cest, podpora remízků a biopásů v zemědělské krajině, budování tůní, obnova mokřadů aj.).",Samostatně nevyhodnoceno,,f110c4cfd0c04385
7.4,Budeme pokračovat v revitalizaci Holáseckých jezer pro nutné zlepšení stavu území a zachování užitnosti pro volnočasové aktivity.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
7.5,Zasadíme se o zlepšení protipovodňové funkce retenční nádrže Zamilovaný hájek.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
7.6,"Budeme pokračovat v projektech na zpřístupnění řek spočívajících v úpravách jejich břehů, v úpravách stezek podél řek a doplňování vhodných mobiliářů.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
7.7,"Budeme pokračovat v podpoře projektu Čisté povodí Svratky, který přináší zkvalitnění vody v Brněnské přehradě. Z důvodu udržitelnosti projektu budeme poskytovat Povodí Moravy, s. p., formou dotace finanční prostředky na IV. etapu projektu Realizace opatření na Brněnské údolní nádrži.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
8.1,"Budeme město Brno řídit strategicky, zejména budeme nadále naplňovat strategii Brno 2050, strategii rozvoje Brněnské metropolitní oblasti a Regionální inovační strategii. Strategické řízení budeme představovat také obyvatelům Brna v cyklech Kam kráčíš, Brno?",Samostatně nevyhodnoceno,,f110c4cfd0c04385
8.2,"Budeme rozvíjet aktivity popularizující vědu a podporující vztah k technologiím a inovacím už od útlého věku. Budeme podporovat rozvoj talentů a aktivně přispívat k tomu, aby je Brno získávalo v rámci EU i mimo ni. Budeme podporovat aktivity Hvězdárny a planetária, program Ph.D. talent, konferenci FabLab 2025 a další.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
8.3,Připravíme plán rozvoje Technologického parku města Brna a vytvoříme podmínky pro vznik dalších parků (např. pro oblast živých věd).,Samostatně nevyhodnoceno,,f110c4cfd0c04385
8.4,"Vsadíme na inovaci a spolupráci s výzkumnými organizacemi, plánujeme, že společně vytvoříme strategickou alianci pro užší zapojení města do projektů podporujících inovativní řešení (mj. v rámci aktivit Laboratoře budoucnosti), a to především v oblasti energetiky. Podpoříme vznik projektu BVV Living Lab Brno a aktivity pro získávání technických talentů (STEA1).",Samostatně nevyhodnoceno,,f110c4cfd0c04385
8.5,Budeme se věnovat rozvoji strategických rozvojových lokalit.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
8.6,Provedeme revizi a racionalizaci systému řízení a koordinace strategických projektů města.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
8.7,"Budeme pokračovat v rozvoji dobrých vztahů s podnikatelským prostředím, například na platformě IP korporace, a podporovat činnost klastrů, jako je například projekt TAIM nebo nově Czech National Semiconductor Cluster.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
8.8,"Budeme podporovat rozvoj kreativních odvětví například prostřednictvím klastrů, projektu FabLab apod.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
9.1,"Základní prioritou města v oblasti energetiky je zvýšení energetické soběstačnosti cestou diverzifikace palivové a zdrojové základny, a to prostřednictvím výstavby kotle na spalování dřevní štěpky, rozvoje environmentálně šetrného a dlouhodobě udržitelného energetického využívání odpadů, instalace fotovoltaických systémů na městské budovy či přípravy projektů horkovodu z elektrárny Dukovany do Brna nebo vodní elektrárny na Svratce.",Dílčí věcné posouzení; rozsah viz témata,sako;biomasa;dukovany,f110c4cfd0c04385
9.2,"Pro zvýšení energetické soběstačnosti vyhodnotíme možnosti praktického využití alternativních zdrojů. Zejména posoudíme vhodný způsob využití energie získané z odpadních vod v rámci městského kanalizačního systému, zanalyzujeme možnosti termického využití kalů z čistírny odpadních vod, budeme se věnovat možnému potenciálu tepelných čerpadel a za účelem využití biologického odpadu podpoříme ekonomicky efektivní způsob realizace projektu bioplynové stanice.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
9.3,"Zaměříme se na zvýšení energetické bezpečnosti. V oblasti dodávek tepla zajistíme instalaci dvoupalivových systémů spalujících zemní plyn nebo v nouzových stavech tzv. extra lehký topný olej. Pro případy úplných výpadků dodávek energií zajistíme dodávky tepla pro kritickou infrastrukturu a budeme usilovat o realizaci zdrojů i pro dodávky elektřiny. Současně budeme posilovat opatření pro zajištění startu ze tmy při výpadku elektrické energie typu blackout, jakož i pro zefektivnění způsobu řízení ostrovních provozů v rámci elektrizační soustavy města Brna.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
9.4,Budeme pokračovat v přestavbě parovodů na účinnější horkovody a v dalším rozvoji horkovodní soustavy do rozvojových částí města.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
9.5,"Zasadíme se o optimální provozování existujících energetických zdrojů, a to se zaměřením na prodloužení jejich životnosti a přirozenou obnovu; budeme aktivně hledat možnosti pro jiné než energetické využití (spalování) odpadu, jakož i využití odpadů vznikajících při výrobě energie.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
9.6,"Budeme koordinovat hospodaření s energiemi v rámci města Brna, jeho dceřiných společností a příspěvkových organizací, přičemž za tímto účelem zavedeme energetický management.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
9.7,"Založíme samostatnou společnost zajišťující dodávky elektřiny a plynu pro město Brno, jeho dceřiné společnosti a příspěvkové organizace, zahájíme její ostrý provoz a posílíme synergické efekty fungování energetických zdrojů tak, aby si nekonkurovaly, ale naopak fungovaly ve vzájemné kooperaci s cílem dosáhnout maximálního přínosu pro občany města.",Dílčí věcné posouzení; rozsah viz témata,energetika_sprava,f110c4cfd0c04385
9.8,V dopravě budeme podporovat vyšší využití alternativních paliv a pohonů. Zaměříme se na další výstavbu dobíjecích stanic pro elektromobily a rozvoj nízkoemisního vozového parku.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
9.9,Zřídíme oddělení městské energetiky. Otevřeme energetickou kancelář a budeme poskytovat poradenství pro občany v oblasti všech energetických služeb.,Dílčí věcné posouzení; rozsah viz témata,energetika_sprava,f110c4cfd0c04385
9.10,Do řešení aktuálních i budoucích otázek v rámci energetiky zapojíme i akademickou sféru.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
10.1,Městský majetek budeme spravovat maximálně transparentně a hospodárně.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
10.2,Při prodeji zbytného městského majetku budeme klást důraz na co nejširší využívání institutu veřejných dražeb.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
10.3,"Rozšíříme formy informování o volných nebytových prostorách tak, aby bylo možné dosáhnout co nejvyššího výnosu z užívání těchto prostor.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
10.4,"Zintenzivníme majetkoprávní přípravu strategických bytových, dopravních a rozvojových záměrů města.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
10.5,Prověříme možnosti využití objektů Technologického parku Brno pro potřeby města Brna včetně možnosti prodeje zbytného majetku v lokalitě.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
11.1,"Budeme pokračovat v digitalizaci chodu města jak dovnitř, tak navenek, a tím zvýšíme atraktivitu kontaktu s magistrátem.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
11.2,Budeme nadále pokračovat v rozvoji webové platformy www.brno.cz.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
11.3,Pokusíme se sjednotit strukturu webových portálů městských částí.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
11.4,"Vytvoříme zastřešující jednotnou aplikaci města Brna, která bude zahrnovat služby pro Brňany i návštěvníky města a jejíž součástí bude i stávající městský e-shop BrnoID.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
11.5,"Budeme pokračovat v ochraně informačních systémů a informací, které město Brno spravuje, prostřednictvím ucelených a účinných opatření v oblasti kybernetické bezpečnosti.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
11.6,"Pro efektivní řízení kybernetické bezpečnosti podpoříme vznik a rozvoj centrálně řízeného systému bezpečnosti, který zajistí odpovídající dostupnost a ochranu spravovaných dat města a jeho obyvatel.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
12.1,"V prostředí Magistrátu města Brna provedeme audit marketingových činností a přijmeme opatření, která pomohou zajistit jednotnou image města.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
12.2,"V oblasti marketingu posílíme spolupráci s městskými společnostmi, příspěvkovými organizacemi a dalšími subjekty pro synergický efekt.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
12.3,"Na úrovni města ustanovíme Radu pro marketing, která bude mít poradní roli a bude obsazena odborníky jak z veřejné, tak soukromé sféry.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
12.4,"Na národní úrovni iniciujeme vznik skupiny velkých měst pro výměnu zkušeností z oblasti marketingu. Na mezinárodní úrovni zvážíme vstup města do takové sítě, která by městu pomohla přenést mezinárodní zkušenosti z oblasti marketingu.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
13.1,"V oblasti cestovního ruchu budeme dále naplňovat Program rozvoje cestovního ruchu města Brna, jako jeden z jeho nástrojů přijmeme Strategii destinačního marketingu. Prioritou je jednotné a koordinované vystupování všech aktérů v cestovním ruchu. Cílem je návrat zahraničních turistů z okolních států po covidové pandemii a navýšení počtu přespání ve městě Brně.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
13.2,Budeme nadále rozvíjet značku Brno True Story.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
13.3,Podpoříme další rozvoj Brnopasu a jeho navázání na turistickou kartu Jihomoravského kraje.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
13.4,Budeme dále podporovat destinační oblast Brno a okolí.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
13.5,Budeme město propagovat formou velkých eventů cestovního ruchu pořádaných alespoň jednou ročně.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
13.6,Zaměříme se na konferenční turistiku a budeme dále rozvíjet projekt medical tourism.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
13.7,Dokončíme vybudování společného informačního centra města a Jihomoravského kraje na ulici Zámečnická.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
14.1,"Budeme podporovat vrcholový, výkonnostní a rekreační sport ve všech věkových kategoriích, s prioritou mládežnického sportu.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
14.2,"Zajistíme kontinuální systémovou pomoc brněnskému sportovnímu prostředí formou dotačních programů na podporu vrcholového sportu, mládežnického sportu, provozu sportovišť, sportovní činnosti dospělých, handicapovaných sportovců, významných sportovních akcí a sportovních odvětví.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
14.3,"Podpoříme investiční projekty spolufinancované z jiných veřejných rozpočtů (Národní sportovní agentura, Jihomoravský kraj, Evropské unie apod.).",Samostatně nevyhodnoceno,,f110c4cfd0c04385
14.4,"Podpoříme významné sportovní projekty, jako jsou Sportovci do škol, Den náborů, Brněnské centrum sportovních nadějí, Regionální fotbalová akademie Jihomoravského kraje, Akademie v rámci HC Kometa Brno nebo například Letní evropské hry handicapované mládeže Emil Open.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
14.5,"Budeme provádět opravy a investice na městských sportovištích za účelem zachování a modernizování poskytovaných služeb pro vrcholový, výkonnostní a rekreační sport.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
14.6,Budeme i nadále podporovat rozvoj městské společnosti STAREZ-SPORT s cílem zajištění kvalitního provozování městských sportovišť s cenovou dostupností pro občany města Brna.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
14.7,"Budeme pokračovat v přípravě a realizaci klíčových investičních projektů v oblasti sportu a budeme se zabývat možnostmi přípravy dalších projektů, jako je atletická hala, velodrom a nový městský fotbalový stadion.",Dílčí věcné posouzení; rozsah viz témata,arena;vodova;bazeny;anthropos;stadion,f110c4cfd0c04385
14.8,V souladu s novým územním plánem se zaměříme na nové rozvojové sportovní lokality.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
15.1,Stabilizujeme velké akce a festivaly či významné činnosti prostřednictvím víceletých dotačních neinvestičních smluv.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
15.2,Provedeme analýzu řešení programových dotací prostřednictvím nadačního fondu.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
15.3,Budeme pokračovat v rekonstrukci Měnínské brány a připravíme rekonstrukci budovy Divadla Husa na Provázku (Centrum experimentálního divadla).,Dílčí věcné posouzení; rozsah viz témata,meninska,f110c4cfd0c04385
15.4,"Budeme investičně podporovat i nezřizované scény, finančně podpoříme rekonstrukci kreativního centra CO.LABS.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
15.5,Podpoříme projekt Muzea Leoše Janáčka.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
15.6,Podpoříme projekt Knihovny Milana Kundery v Moravské zemské knihovně.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
15.7,Ve spolupráci s Jihomoravským krajem podpoříme mapování KKO (kulturních a kreativních odvětví).,Samostatně nevyhodnoceno,,f110c4cfd0c04385
16.1,Budeme i nadále podporovat elektronický zápis do mateřských a základních škol.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
16.2,"Podpoříme spolupráci škol s dalšími aktéry v přírodovědném a polytechnickém vzdělávání (např. Fablab, Bioskop), tradičně podpoříme zapojení základních škol do programu Mezinárodní cena vévody z Edinburghu (DofE).",Samostatně nevyhodnoceno,,f110c4cfd0c04385
16.3,Podpoříme profesní motivaci a kariérové poradenství žáků 9. ročníků základních škol ve formě partnerské a finanční spoluúčasti města Brna na projektu Atlas školství.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
16.4,"Budeme podporovat mezinárodní vzdělávání pedagogů, dětí a žáků základních škol v programu Erasmus+ a profesní i osobnostní rozvoj ředitelů a pedagogů škol v rámci projektu MAP.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
16.5,"Poskytneme investiční a neinvestiční finanční prostředky na opravy a rekonstrukce škol a školských zařízení, na postupné rozšiřování kapacit mateřských škol v městských částech a na rozšiřování kapacit školních jídelen, tělocvičen, zahrad či hřišť. Pro navýšení kapacit mateřských a základních škol vzniknou přístavby v MŠ Michalova (MČ Brno-Líšeň), MŠ Koperníkova (MČ Brno-Židenice), MŠ Uzbecká (MČ Brno-Bohunice), MŠ Marie Majerové (MČ Brno-sever) a ZŠ Bednářova (MČ Brno-jih). Odborné učebny vzniknou na ZŠ Přemyslovo náměstí (MČ Brno-Slatina), ZŠ Sirotkova (MČ Brno- Žabovřesky) a ZŠ Bosonožská (MČ Brno – Starý Lískovec).",Samostatně nevyhodnoceno,,f110c4cfd0c04385
16.6,"Vybudujeme nové mateřské a základní školy v rozvíjejících se lokalitách města s masivní bytovou výstavbou, například MŠ Nad Dědinou (MČ Brno-Bystrc). Připravujeme MŠ Pod Hády (MČ Brno – Maloměřice a Obřany), ZŠ a MŠ Sadová (MČ Brno – Královo Pole), MŠ Šedova (MČ Brno-Vinohrady), MŠ Nová Zbrojovka a MŠ Šámalova (MČ Brno-Židenice), MŠ Moravanské lány (MČ Brno-jih) a ZŠ Cejl 61 (MČ Brno-střed).",Samostatně nevyhodnoceno,,f110c4cfd0c04385
16.7,"Budeme i nadále podporovat projekty, ve kterých jsou zapojeny mateřské školy, základní školy a školní jídelny zřizované městem Brnem a jeho městskými částmi. Z rozpočtu města budou poskytovány finanční prostředky na podporu aktivit mateřských a základních škol. Jedná se zejména o projekty: Angličtina ve vybraných školách města Brna, Síť brněnských otevřených škol, Technické mateřské a základní školy, příspěvek na platy pro základní školy v sociálně vyloučených lokalitách, příspěvek na poradenská pracoviště na ZŠ, příspěvek na plavecký výcvik žáků základních škol, Příběhy našich sousedů, Podpora talentovaných žáků na základních školách, Participativní rozpočet do škol nebo výuka hry na hudební nástroje v rámci projektu OnStage.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
16.8,Budeme i nadále poskytovat finanční příspěvky školám a školským zařízením na podporu dietního stravování ve městě Brně.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
